"name","tenure","party","race","gender","politicalexperience","district","appointed","propvote","cmtchair","partyleader","chambermed","newscore","year","upper","outdegree","indegree","state","limits","squire","majority","republican","democrat","nonwhite","female","ideodistchamber","nwomen","nleg","npoc","nmaj","propwomen","proppoc","propmaj","propmin","majp","maj","maj_sd","st","h_chamber_sd","s_chamber_sd","introlimit","partybal","h_dem_sd_avg","s_dem_sd_avg","h_rep_sd_avg","s_rep_sd_avg","house","h_rep_sd","s_rep_sd","h_dem_sd","s_dem_sd","hou_dem_median","hou_rep_median","sen_dem_median","sen_rep_median","h_rep_med","s_rep_med","h_dem_med","s_dem_med","sessionid","lower","yearshort","partycolors","yearlong"
"John Fritchey",15,"D","DK","male",1,"11",1,1,0,0,-0.2695,-0.566,10,"L",21,23,"IL",0,0.294,1,0,1,1,0,0.2965,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Paul Froehlich",8,"D","white","male",1,"56",1,0.57741317,1,0,-0.2695,-0.593,10,"L",32,46,"IL",0,0.294,1,0,1,0,0,0.3235,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Robyn Gabel",2,"D","white","female",0,"18",1,1,0,0,-0.2695,-1.65,10,"L",0,3,"IL",0,0.294,1,0,1,0,1,1.3805,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Esther Golar",5,"D","black","female",0,"6",1,1,1,0,-0.2695,-1.555,10,"L",36,30,"IL",0,0.294,1,0,1,1,1,1.2855,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Jehan Gordon",2,"D","black","female",0,"92",0,0.529835672,0,0,-0.2695,-0.52,10,"L",37,36,"IL",0,0.294,1,0,1,1,1,0.2505,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Careen Gordon",8,"D","white","female",0,"75",1,0.650025278,1,0,-0.2695,-0.444,10,"L",32,26,"IL",0,0.294,1,0,1,0,1,0.1745,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Deborah Graham",9,"D","black","female",0,"78",1,1,0,0,-0.2695,-1.473,10,"L",15,18,"IL",0,0.294,1,0,1,1,1,1.2035,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Norine Hammond",1,"R","white","female",1,"94",1,0.655868762,0,0,-0.2695,0.543,10,"L",0,0,"IL",0,0.294,0,1,0,0,1,0.8125,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,FALSE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0.297016923,0,0,0,-0.9045,0.276,-0.6515,0.4315,0.276,0,0,0,"ILL10","L",10,"#D55E00",2010
"Julie Hamos",13,"D","white","female",0,"18",0,1,1,0,-0.2695,-1.201,10,"L",45,19,"IL",0,0.294,1,0,1,0,1,0.9315,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Gary Hannig",32,"D","white","male",0,"98",0,0.68901625,0,1,-0.2695,-0.921,10,"L",31,4,"IL",0,0.294,1,0,1,0,0,0.6515,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Betsy Hannig",2,"D","white","female",0,"98",1,0.68901625,0,0,-0.2695,-0.987,10,"L",6,10,"IL",0,0.294,1,0,1,0,1,0.7175,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Greg Harris",4,"D","white","male",0,"13",0,1,1,0,-0.2695,-1.794,10,"L",44,31,"IL",0,0.294,1,0,1,0,0,1.5245,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Kay Hatcher",1,"R","white","female",1,"50",0,0.57388901,0,0,-0.2695,0.5,10,"L",38,38,"IL",0,0.294,0,1,0,0,1,0.7695,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,FALSE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0.297016923,0,0,0,-0.9045,0.276,-0.6515,0.4315,0.276,0,0,0,"ILL10","L",10,"#D55E00",2010
"Elizabeth Hernandez",4,"D","latino","female",0,"24",0,1,1,0,-0.2695,-1.445,10,"L",35,32,"IL",0,0.294,1,0,1,1,1,1.1755,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Jay Hoffman",14,"D","white","male",0,"112",0,0.573019802,0,0,-0.2695,-0.85,10,"L",17,16,"IL",0,0.294,1,0,1,0,0,0.5805,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Thomas Holbrook",16,"D","white","male",0,"113",1,1,1,0,-0.2695,0.027,10,"L",39,37,"IL",0,0.294,1,0,1,0,0,0.2965,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Constance Howard",16,"D","black","female",0,"34",0,1,1,0,-0.2695,-1.711,10,"L",25,20,"IL",0,0.294,1,0,1,1,1,1.4415,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Naomi Jakobsson",8,"D","white","female",0,"103",0,0.717347146,1,0,-0.2695,0.038,10,"L",43,45,"IL",0,0.294,1,0,1,0,1,0.3075,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Charles Jefferson",10,"D","black","male",1,"67",0,1,0,1,-0.2695,0.038,10,"L",17,31,"IL",0,0.294,1,0,1,1,0,0.3075,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Kevin Joyce",8,"D","white","male",0,"35",0,1,0,0,-0.2695,0.061,10,"L",16,23,"IL",0,0.294,1,0,1,0,0,0.3305,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Renee Kosel",14,"R","white","female",0,"81",0,0.635583524,0,1,-0.2695,-0.114,10,"L",19,35,"IL",0,0.294,0,1,0,0,1,0.1555,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,FALSE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0.297016923,0,0,0,-0.9045,0.276,-0.6515,0.4315,0.276,0,0,0,"ILL10","L",10,"#D55E00",2010
"Lou Lang",24,"D","asian","male",0,"16",1,1,0,1,-0.2695,-1.149,10,"L",93,46,"IL",0,0.294,1,0,1,1,0,0.8795,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Eddie Lee Jackson",2,"D","black","male",0,"114",1,1,1,0,-0.2695,-1.04,10,"L",14,22,"IL",0,0.294,1,0,1,1,0,0.7705,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"David Leitch",22,"R","white","male",0,"73",0,1,0,1,-0.2695,0.354,10,"L",14,15,"IL",0,0.294,0,1,0,0,0,0.6235,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,FALSE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0.297016923,0,0,0,-0.9045,0.276,-0.6515,0.4315,0.276,0,0,0,"ILL10","L",10,"#D55E00",2010
"Camille Lilly",1,"D","black","female",0,"78",1,1,0,0,-0.2695,-1.646,10,"L",0,2,"IL",0,0.294,1,0,1,1,1,1.3765,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Joseph Lyons",15,"D","white","male",0,"19",0,1,1,1,-0.2695,-1.192,10,"L",21,28,"IL",0,0.294,1,0,1,0,0,0.9225,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Michael Madigan",40,"D","white","male",1,"22",0,0.798153576,0,1,-0.2695,-1.312,10,"L",79,3,"IL",0,0.294,1,0,1,0,0,1.0425,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Sidney Mathias",12,"R","white","male",1,"53",0,0.524802644,0,0,-0.2695,0.121,10,"L",71,61,"IL",0,0.294,0,1,0,0,0,0.3905,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,FALSE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0.297016923,0,0,0,-0.9045,0.276,-0.6515,0.4315,0.276,0,0,0,"ILL10","L",10,"#D55E00",2010
"Frank Mautino",20,"D","white","male",0,"76",1,1,1,1,-0.2695,-0.613,10,"L",22,18,"IL",0,0.294,1,0,1,0,0,0.3435,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Karen May",10,"D","white","female",0,"58",0,0.680176404,1,0,-0.2695,0.047,10,"L",39,33,"IL",0,0.294,1,0,1,0,1,0.3165,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Rita Mayfield",1,"D","black","female",0,"60",1,1,0,0,-0.2695,-0.677,10,"L",0,1,"IL",0,0.294,1,0,1,1,1,0.4075,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Emily McAsey",2,"D","white","female",0,"85",0,0.586527249,0,0,-0.2695,-0.504,10,"L",53,22,"IL",0,0.294,1,0,1,0,1,0.2345,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Michael McAuliffe",15,"R","white","male",0,"20",1,0.594100149,1,0,-0.2695,-0.13,10,"L",34,35,"IL",0,0.294,0,1,0,0,0,0.1395,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,FALSE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0.297016923,0,0,0,-0.9045,0.276,-0.6515,0.4315,0.276,0,0,0,"ILL10","L",10,"#D55E00",2010
"Kevin McCarthy",14,"D","white","male",0,"37",0,1,1,0,-0.2695,-0.481,10,"L",21,22,"IL",0,0.294,1,0,1,0,0,0.2115,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Jack McGuire",16,"D","white","male",0,"86",0,1,0,1,-0.2695,-1.197,10,"L",4,20,"IL",0,0.294,1,0,1,0,0,0.9275,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Deborah Mell",2,"D","white","female",0,"40",0,0.748971557,0,0,-0.2695,-1.209,10,"L",37,24,"IL",0,0.294,1,0,1,0,1,0.9395,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Susana Mendoza",10,"D","latino","female",0,"1",0,1,1,0,-0.2695,-1.306,10,"L",66,25,"IL",0,0.294,1,0,1,1,1,1.0365,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"David Miller",10,"D","black","male",0,"29",1,0.871032019,1,1,-0.2695,-0.741,10,"L",24,22,"IL",0,0.294,1,0,1,1,0,0.4715,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Jerry Mitchell",16,"R","white","male",0,"90",0,0.633703895,0,0,-0.2695,0.218,10,"L",22,15,"IL",0,0.294,0,1,0,0,0,0.4875,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,FALSE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0.297016923,0,0,0,-0.9045,0.276,-0.6515,0.4315,0.276,0,0,0,"ILL10","L",10,"#D55E00",2010
"Bill Mitchell",8,"R","white","male",1,"87",0,1,0,0,-0.2695,-0.092,10,"L",9,39,"IL",0,0.294,0,1,0,0,0,0.1775,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,FALSE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0.297016923,0,0,0,-0.9045,0.276,-0.6515,0.4315,0.276,0,0,0,"ILL10","L",10,"#D55E00",2010
"Donald Moffitt",18,"R","white","male",1,"74",0,1,1,0,-0.2695,0.138,10,"L",27,32,"IL",0,0.294,0,1,0,0,0,0.4075,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,FALSE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0.297016923,0,0,0,-0.9045,0.276,-0.6515,0.4315,0.276,0,0,0,"ILL10","L",10,"#D55E00",2010
"Rosemary Mulligan",18,"R","white","female",0,"65",0,0.545811452,0,0,-0.2695,-0.146,10,"L",33,29,"IL",0,0.294,0,1,0,0,1,0.1235,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,FALSE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0.297016923,0,0,0,-0.9045,0.276,-0.6515,0.4315,0.276,0,0,0,"ILL10","L",10,"#D55E00",2010
"Richard Myers",16,"R","white","male",0,"94",0,0.655868762,0,0,-0.2695,-0.125,10,"L",33,20,"IL",0,0.294,0,1,0,0,0,0.1445,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,FALSE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0.297016923,0,0,0,-0.9045,0.276,-0.6515,0.4315,0.276,0,0,0,"ILL10","L",10,"#D55E00",2010
"Elaine Nekritz",8,"D","white","female",1,"57",0,0.678814869,1,0,-0.2695,0.03,10,"L",31,28,"IL",0,0.294,1,0,1,0,1,0.2995,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"John O'Sullivan",1,"D","white","male",1,"35",1,1,0,0,-0.2695,-0.613,10,"L",0,1,"IL",0,0.294,1,0,1,0,0,0.3435,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"JoAnn Osmond",9,"R","white","female",1,"61",0,0.522475388,0,1,-0.2695,0.408,10,"L",40,35,"IL",0,0.294,0,1,0,0,1,0.6775,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,FALSE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0.297016923,0,0,0,-0.9045,0.276,-0.6515,0.4315,0.276,0,0,0,"ILL10","L",10,"#D55E00",2010
"Harry Osterman",11,"D","white","male",0,"14",1,0.854963932,1,0,-0.2695,-1.228,10,"L",30,26,"IL",0,0.294,1,0,1,0,0,0.9585,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Brandon Phelps",8,"D","white","male",0,"118",0,0.713640824,1,0,-0.2695,0.038,10,"L",13,27,"IL",0,0.294,1,0,1,0,0,0.3075,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Sandra Pihos",8,"R","white","female",0,"42",0,1,0,0,-0.2695,0.425,10,"L",61,43,"IL",0,0.294,0,1,0,0,1,0.6945,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,FALSE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0.297016923,0,0,0,-0.9045,0.276,-0.6515,0.4315,0.276,0,0,0,"ILL10","L",10,"#D55E00",2010
"Raymond Poe",16,"R","white","male",1,"99",0,0.629700604,0,0,-0.2695,0.262,10,"L",39,36,"IL",0,0.294,0,1,0,0,0,0.5315,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,FALSE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0.297016923,0,0,0,-0.9045,0.276,-0.6515,0.4315,0.276,0,0,0,"ILL10","L",10,"#D55E00",2010
"Robert Pritchard",8,"R","white","male",1,"70",1,0.769019149,0,0,-0.2695,0.263,10,"L",55,40,"IL",0,0.294,0,1,0,0,0,0.5325,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,FALSE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0.297016923,0,0,0,-0.9045,0.276,-0.6515,0.4315,0.276,0,0,0,"ILL10","L",10,"#D55E00",2010
"Randy Ramey",6,"R","white","male",1,"55",1,0.531474366,0,0,-0.2695,0.577,10,"L",31,48,"IL",0,0.294,0,1,0,0,0,0.8465,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,FALSE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0.297016923,0,0,0,-0.9045,0.276,-0.6515,0.4315,0.276,0,0,0,"ILL10","L",10,"#D55E00",2010
"Dennis Reboletti",4,"R","white","male",0,"46",0,0.512289648,0,0,-0.2695,0.337,10,"L",48,51,"IL",0,0.294,0,1,0,0,0,0.6065,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,FALSE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0.297016923,0,0,0,-0.9045,0.276,-0.6515,0.4315,0.276,0,0,0,"ILL10","L",10,"#D55E00",2010
"David Reis",6,"R","white","female",0,"108",0,0.684109176,0,0,-0.2695,0.939,10,"L",50,23,"IL",0,0.294,0,1,0,0,1,1.2085,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,FALSE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0.297016923,0,0,0,-0.9045,0.276,-0.6515,0.4315,0.276,0,0,0,"ILL10","L",10,"#D55E00",2010
"Dan Reitz",14,"D","white","male",1,"116",1,1,1,0,-0.2695,-0.52,10,"L",29,31,"IL",0,0.294,1,0,1,0,0,0.2505,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Al Riley",4,"D","black","male",1,"38",0,1,1,0,-0.2695,-1.444,10,"L",17,27,"IL",0,0.294,1,0,1,1,0,1.1745,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
"Robert Rita",8,"D","white","male",1,"28",0,1,1,0,-0.2695,0.021,10,"L",12,23,"IL",0,0.294,1,0,1,0,0,0.2905,42,127,31,78,0.330708661,0.244094488,0.614173228,0.385826772,TRUE,"D",0.556048304,"il",0.714154132,0.586273596,0,0.228346456,0.559121999,0.284906574,0.297016923,0.224702193,1,0,0,0.559121999,0,-0.9045,0.276,-0.6515,0.4315,0,0,-0.9045,0,"ILL10","L",10,"#0072B2",2010
